,business_id,caption,label,photo_id,class_names_label,path,image
58363,I81hDYqQjMaaE3p6KyRMJA,,food,_bVk8_XrvaRaVBwqCJFvzg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_bVk8_XrvaRaVBwqCJFvzg.jpg,"[[[183 173 197]
  [204 197 215]
  [200 196 210]
  ...
  [201 201 201]
  [201 201 201]
  [176 176 176]]

 [[209 205 193]
  [239 236 227]
  [239 238 234]
  ...
  [237 237 237]
  [231 231 231]
  [200 200 200]]

 [[207 208 174]
  [249 249 223]
  [255 255 241]
  ...
  [255 255 255]
  [247 247 247]
  [213 213 213]]

 ...

 [[215 211 208]
  [245 241 238]
  [255 254 252]
  ...
  [166  92  57]
  [155  89  54]
  [143  88  49]]

 [[205 201 198]
  [234 230 227]
  [240 239 237]
  ...
  [134  67  38]
  [119  64  33]
  [105  61  26]]

 [[177 173 170]
  [201 197 194]
  [204 203 201]
  ...
  [114  52  27]
  [ 97  47  20]
  [ 81  40  10]]]"
58364,I81hDYqQjMaaE3p6KyRMJA,,inside,_AYW2aBQUUlRkMH6G1DO4A,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_AYW2aBQUUlRkMH6G1DO4A.jpg,"[[[136 144 123]
  [133 139 125]
  [134 138 139]
  ...
  [106  87  45]
  [129 104  63]
  [133 107  56]]

 [[133 136 125]
  [129 132 121]
  [136 139 130]
  ...
  [184 174 138]
  [200 185 152]
  [197 180 134]]

 [[141 142 136]
  [133 135 124]
  [161 162 146]
  ...
  [200 201 187]
  [214 210 199]
  [209 203 179]]

 ...

 [[172 144 140]
  [126 107  92]
  [170 161 132]
  ...
  [185 103  65]
  [173  87  26]
  [192 107  24]]

 [[157 123 121]
  [129 106  90]
  [170 156 127]
  ...
  [155  72  32]
  [150  57   0]
  [183  90  10]]

 [[168 131 139]
  [150 123 116]
  [170 155 134]
  ...
  [173  88  47]
  [159  63   2]
  [197  97  22]]]"
58725,gh6__q2WXFuyN8gt6VAnWw,Dance floor in the middle.,inside,_1wOsLKQXb5TOUAYj6satA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1wOsLKQXb5TOUAYj6satA.jpg,"[[[ 66  72  96]
  [ 56  79  95]
  [ 48  82  92]
  ...
  [123  66 135]
  [122  63 143]
  [123  62 155]]

 [[104  57  91]
  [ 91  67  89]
  [ 76  75  81]
  ...
  [119  66 172]
  [108  61 157]
  [100  55 148]]

 [[106  43  86]
  [ 93  57  85]
  [ 82  69  78]
  ...
  [ 83  29 141]
  [ 86  41 126]
  [ 87  45 117]]

 ...

 [[ 23  23  21]
  [ 63  56  48]
  [ 27  18   9]
  ...
  [ 12  12  10]
  [ 13  13  11]
  [ 12  14  11]]

 [[ 20  19  17]
  [ 59  50  43]
  [ 27  17   7]
  ...
  [ 12  12  10]
  [ 12  12  10]
  [ 12  14  11]]

 [[ 30  26  25]
  [ 63  52  46]
  [ 37  27  17]
  ...
  [ 11  11   9]
  [ 12  12  10]
  [ 12  12  10]]]"
58761,mDR12Hafvr84ctpsV6YLag,Chicken fried steak and eggs and you can't forget the side of bacon!,food,_AMuYq07VhdiJytc7ukAiA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_AMuYq07VhdiJytc7ukAiA.jpg,"[[[187 163 139]
  [186 162 138]
  [171 149 126]
  ...
  [ 82  80  59]
  [104  98  74]
  [200 190 165]]

 [[179 157 134]
  [191 169 146]
  [185 164 143]
  ...
  [ 51  49  26]
  [ 61  55  31]
  [132 122  97]]

 [[184 166 146]
  [179 161 141]
  [175 158 138]
  ...
  [ 51  51  25]
  [ 49  43  17]
  [127 117  90]]

 ...

 [[ 10   7   0]
  [ 11  10   0]
  [ 27  28  10]
  ...
  [245 224 205]
  [243 225 205]
  [242 224 204]]

 [[ 30  31  13]
  [ 34  35  17]
  [ 47  50  31]
  ...
  [245 224 205]
  [245 224 205]
  [242 224 204]]

 [[ 47  52  30]
  [ 51  56  36]
  [ 55  60  40]
  ...
  [245 224 205]
  [245 224 205]
  [242 224 204]]]"
59058,KVsv8wRGnLX8QWoNZKNMQA,"Hamachi Kama, which is a grilled fish and the most tender and juicy part of the fish. With a truffle ponzu sauce",food,_8nlt2cXEowCBmjQYDwFKw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8nlt2cXEowCBmjQYDwFKw.jpg,"[[[ 16   6  14]
  [ 11   4  11]
  [  7   4  11]
  ...
  [ 36  17  11]
  [ 33  14   8]
  [ 30  11   7]]

 [[ 15   6  11]
  [  9   4  10]
  [  7   5  10]
  ...
  [ 37  18  12]
  [ 33  14   8]
  [ 31  12   8]]

 [[ 12   6   8]
  [  7   5   6]
  [  6   6   8]
  ...
  [ 37  18  12]
  [ 34  15   9]
  [ 32  13   7]]

 ...

 [[206 125  60]
  [211 135  77]
  [197 126  72]
  ...
  [120  62  25]
  [103  49  15]
  [110  55  24]]

 [[213 132  67]
  [206 131  74]
  [184 114  63]
  ...
  [120  62  25]
  [103  49  15]
  [109  56  24]]

 [[216 135  69]
  [202 127  70]
  [171 103  54]
  ...
  [118  62  25]
  [103  49  15]
  [109  56  24]]]"
59378,e1UamnCdP9DdJRF6kOk80g,Love the dessert,food,_3iA1SPEhFg4gPtSL-oR5g,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3iA1SPEhFg4gPtSL-oR5g.jpg,"[[[116  70  10]
  [115  70  13]
  [118  77  23]
  ...
  [169 142 112]
  [181 155 130]
  [183 158 151]]

 [[118  75  20]
  [112  69  16]
  [105  65  14]
  ...
  [104  78  45]
  [154 128 103]
  [175 152 134]]

 [[126  88  39]
  [121  83  38]
  [107  73  28]
  ...
  [ 70  42  18]
  [114  87  70]
  [126 100  83]]

 ...

 [[  2   0   1]
  [ 11   9  10]
  [  4   0   0]
  ...
  [114  95  91]
  [179 159 150]
  [164 147 131]]

 [[ 10  10  12]
  [  0   0   2]
  [  3   1   4]
  ...
  [ 63  43  42]
  [152 134 124]
  [162 146 130]]

 [[  4   3   8]
  [ 12  11  16]
  [  8   6   9]
  ...
  [ 21   3   3]
  [132 113 106]
  [165 150 131]]]"
59625,T6dqnoWEWzgIliv2JPoy7A,,inside,__xcCgUJcIfhSUPat8ca5Q,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__xcCgUJcIfhSUPat8ca5Q.jpg,"[[[ 24  16   3]
  [ 60  49  31]
  [125 110  81]
  ...
  [ 52  26   9]
  [ 53  30  12]
  [ 57  34  16]]

 [[ 33  25  14]
  [ 50  38  24]
  [ 66  49  33]
  ...
  [ 58  35  19]
  [ 58  37  20]
  [ 61  40  23]]

 [[ 33  23  14]
  [ 32  17  10]
  [ 54  33  30]
  ...
  [ 56  38  24]
  [ 55  37  23]
  [ 53  35  21]]

 ...

 [[ 48  32  16]
  [ 51  38  22]
  [ 54  40  27]
  ...
  [136 122  93]
  [142 129  97]
  [147 134 102]]

 [[ 52  36  20]
  [ 55  42  26]
  [ 57  43  32]
  ...
  [129 114  81]
  [134 119  86]
  [137 123  88]]

 [[ 39  23   8]
  [ 42  28  15]
  [ 41  27  18]
  ...
  [110  96  61]
  [112  98  61]
  [113  99  62]]]"
59763,cxVqsH6a5ro5PaWssb38kw,Menu as of December 2015,menu,_94D5ohUua4Aj13u9XFuIQ,3,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_94D5ohUua4Aj13u9XFuIQ.jpg,"[[[136 101  69]
  [ 88  64  28]
  [105  82  41]
  ...
  [ 90  63  36]
  [ 85  59  34]
  [ 79  55  29]]

 [[143  96  68]
  [ 96  60  28]
  [129  93  57]
  ...
  [ 86  68  48]
  [ 80  63  45]
  [ 74  58  42]]

 [[160 109  82]
  [ 95  54  26]
  [111  70  38]
  ...
  [ 85  69  54]
  [ 77  63  50]
  [ 71  59  47]]

 ...

 [[113  92  65]
  [109  85  59]
  [ 91  65  40]
  ...
  [148 112  78]
  [128  92  56]
  [ 89  53  17]]

 [[120  99  80]
  [107  86  67]
  [ 76  53  37]
  ...
  [145 111  76]
  [137 101  65]
  [112  76  40]]

 [[115  89  72]
  [109  83  66]
  [ 86  60  45]
  ...
  [154 120  85]
  [149 113  77]
  [123  87  51]]]"
59852,YJ8ljUhLsz6CtT_2ORNFmg,,food,_bF_h00xvXpYVFySZMbjMw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_bF_h00xvXpYVFySZMbjMw.jpg,"[[[ 46  37  28]
  [ 47  38  29]
  [ 48  38  29]
  ...
  [ 35  28  22]
  [ 35  27  24]
  [ 37  29  27]]

 [[ 45  36  27]
  [ 45  36  27]
  [ 46  37  28]
  ...
  [ 36  29  23]
  [ 36  28  25]
  [ 36  28  25]]

 [[ 40  36  27]
  [ 42  35  27]
  [ 43  36  28]
  ...
  [ 35  30  26]
  [ 35  30  26]
  [ 36  28  25]]

 ...

 [[106  60  37]
  [109  62  42]
  [108  63  44]
  ...
  [ 35  34  30]
  [ 35  34  30]
  [ 38  35  30]]

 [[110  62  39]
  [110  64  41]
  [110  65  44]
  ...
  [ 38  33  29]
  [ 38  33  29]
  [ 39  34  30]]

 [[114  67  41]
  [106  58  35]
  [103  56  36]
  ...
  [ 40  32  29]
  [ 40  33  27]
  [ 41  34  28]]]"
59919,le3JWiS5uZTkofP90Rm0pA,,food,_atYkZh02YJEypfczhqqFA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_atYkZh02YJEypfczhqqFA.jpg,"[[[123  44  37]
  [129  50  43]
  [137  57  46]
  ...
  [112  56  33]
  [118  62  39]
  [124  68  45]]

 [[104  25  18]
  [110  30  21]
  [115  35  24]
  ...
  [ 84  22  11]
  [ 86  24  13]
  [ 89  27  14]]

 [[133  51  40]
  [134  52  41]
  [135  53  41]
  ...
  [101  34  28]
  [100  33  27]
  [ 99  32  24]]

 ...

 [[ 78  16  17]
  [ 79  18  17]
  [ 84  20  18]
  ...
  [ 74  25  18]
  [ 72  25  19]
  [ 76  29  23]]

 [[ 90  24  25]
  [ 95  27  26]
  [ 98  30  27]
  ...
  [ 93  36  29]
  [ 89  34  27]
  [ 93  38  31]]

 [[ 90  20  20]
  [ 95  24  22]
  [101  30  26]
  ...
  [110  46  37]
  [107  42  36]
  [109  44  38]]]"
59929,SeNOJ2zYHziptxLuiRINLg,,food,_9Snb2eNJxj5v6g5wfLQMg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9Snb2eNJxj5v6g5wfLQMg.jpg,"[[[  5   7   4]
  [  6   8   5]
  [ 14  16  13]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   0   0]]

 [[  3   5   2]
  [  1   3   0]
  [ 16  17  12]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   0   0]]

 [[  6   6   4]
  [  7   8   3]
  [ 25  26  21]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   0   0]]

 ...

 [[ 46  53  71]
  [ 66  73  89]
  [118 121 136]
  ...
  [ 12  18  14]
  [  7  14   7]
  [  3  10   3]]

 [[ 48  55  73]
  [ 70  77  93]
  [119 122 137]
  ...
  [ 13  19  15]
  [  8  15   8]
  [  3  10   3]]

 [[ 47  54  72]
  [ 74  81  97]
  [119 122 137]
  ...
  [ 13  19  15]
  [  8  15   8]
  [  4  11   4]]]"
60722,-RJ216TTIghZshCkUlD1WQ,Beef tataki,food,_acfVYBkt0jg5icS_hZIAg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_acfVYBkt0jg5icS_hZIAg.jpg,"[[[61 66 59]
  [84 84 74]
  [88 76 62]
  ...
  [19 29 31]
  [24 29 35]
  [30 27 36]]

 [[47 41 29]
  [56 46 34]
  [81 65 52]
  ...
  [19 24 27]
  [23 27 30]
  [34 29 35]]

 [[84 63 46]
  [57 35 21]
  [52 33 19]
  ...
  [18 18 18]
  [21 19 20]
  [27 21 21]]

 ...

 [[40 30 28]
  [45 34 28]
  [74 60 51]
  ...
  [60 59  3]
  [63 57  9]
  [65 56 17]]

 [[39 29 27]
  [41 30 26]
  [54 41 33]
  ...
  [57 60  5]
  [61 57  9]
  [65 56 17]]

 [[44 34 33]
  [43 32 28]
  [37 24 16]
  ...
  [56 61  5]
  [61 57  9]
  [67 55 17]]]"
61036,UjN6x14j9Tj9QbDYy-TzAg,,food,_3dzIFzVpNppQea2rM0uLA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3dzIFzVpNppQea2rM0uLA.jpg,"[[[ 88  65  49]
  [ 88  65  47]
  [ 80  58  37]
  ...
  [143 111  73]
  [144 110  72]
  [141 108  67]]

 [[ 85  62  46]
  [ 84  61  43]
  [ 84  59  37]
  ...
  [140 110  74]
  [143 111  73]
  [140 108  69]]

 [[ 85  59  42]
  [ 83  57  40]
  [ 86  61  39]
  ...
  [139 109  75]
  [140 110  76]
  [137 107  71]]

 ...

 [[ 59  42  32]
  [ 54  36  24]
  [ 60  42  28]
  ...
  [105  84  67]
  [117  96  79]
  [143 122 105]]

 [[ 59  42  32]
  [ 56  38  26]
  [ 60  42  28]
  ...
  [104  82  68]
  [115  94  77]
  [139 118 101]]

 [[ 59  41  31]
  [ 58  40  28]
  [ 59  41  27]
  ...
  [104  82  68]
  [111  92  77]
  [134 115 100]]]"
61100,trKyIRyjKqVSZmcU0AnICQ,,food,_1ODxU-WJqOaFQ302vOfxQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1ODxU-WJqOaFQ302vOfxQ.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  0]]

 ...

 [[71 63 52]
  [81 67 56]
  [93 71 60]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[73 63 53]
  [84 67 57]
  [89 67 56]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[72 62 50]
  [85 68 58]
  [87 65 54]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  0]]]"
61183,PjNMZ_4KhfdxYhQvuORkhg,Very Best Chocolate Cake,food,_5LIkXs61Eh5yS_ivyO8RA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5LIkXs61Eh5yS_ivyO8RA.jpg,"[[[228 213 192]
  [239 224 203]
  [221 206 185]
  ...
  [177 178 180]
  [173 174 176]
  [169 170 174]]

 [[237 224 205]
  [242 229 210]
  [226 213 194]
  ...
  [192 193 195]
  [189 190 192]
  [186 187 191]]

 [[221 212 195]
  [223 214 197]
  [217 208 191]
  ...
  [207 207 209]
  [205 205 207]
  [203 202 207]]

 ...

 [[247 243 244]
  [250 246 247]
  [248 244 245]
  ...
  [229 229 231]
  [229 229 231]
  [229 229 231]]

 [[247 243 244]
  [250 246 247]
  [247 243 242]
  ...
  [225 225 227]
  [225 225 227]
  [225 225 227]]

 [[249 245 246]
  [251 247 246]
  [247 243 242]
  ...
  [224 222 225]
  [223 223 225]
  [223 223 225]]]"
61345,IUTU_8qM7M8j9A1TbmMjYA,Persian ice cream is next,food,__1RjZ8f0jfznHs51hPRSQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__1RjZ8f0jfznHs51hPRSQ.jpg,"[[[255 251 255]
  [255 251 255]
  [255 253 255]
  ...
  [110  64  49]
  [ 92  71  50]
  [103 102  74]]

 [[255 253 254]
  [252 250 251]
  [255 255 253]
  ...
  [107  64  48]
  [ 95  77  55]
  [104 102  77]]

 [[255 255 248]
  [251 252 244]
  [255 255 246]
  ...
  [112  73  58]
  [104  87  67]
  [ 97  97  71]]

 ...

 [[ 71  71  59]
  [ 10   7   0]
  [ 33  28  24]
  ...
  [ 34  27  17]
  [ 50  43  35]
  [116 107 100]]

 [[ 92  92  80]
  [ 29  26  19]
  [ 37  32  28]
  ...
  [ 78  69  64]
  [ 97  87  85]
  [128 116 116]]

 [[ 71  73  62]
  [ 90  87  80]
  [ 21  16  12]
  ...
  [161 149 149]
  [146 134 136]
  [ 91  79  83]]]"
61487,Y91-sIlVyH6v4YM6sTINAw,New Signature Avocado Tostada: Monterey Bacon Chicken Guacamole,food,_DJ70FwFgLRuY_cPa6FwBA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_DJ70FwFgLRuY_cPa6FwBA.jpg,"[[[224 185 120]
  [226 187 118]
  [228 192 118]
  ...
  [231 194 123]
  [232 195 124]
  [234 197 126]]

 [[227 188 113]
  [230 191 116]
  [231 193 118]
  ...
  [231 193 120]
  [232 194 121]
  [233 195 122]]

 [[228 186 104]
  [230 189 110]
  [229 190 115]
  ...
  [221 181 109]
  [222 182 110]
  [223 183 111]]

 ...

 [[205 155  92]
  [205 157  93]
  [197 157  88]
  ...
  [231 192  99]
  [234 197 108]
  [228 191 110]]

 [[209 159  90]
  [207 160  90]
  [199 160  85]
  ...
  [229 192 103]
  [234 196 113]
  [228 190 115]]

 [[211 163  91]
  [207 163  88]
  [200 162  81]
  ...
  [226 187 108]
  [230 192 119]
  [225 186 117]]]"
61669,Orj8-yuYR7WuVV1eGgv1Ow,Avo Yo Toasts: $10 each,food,_8Y9D2A0gRFtPvrMEyAXMw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8Y9D2A0gRFtPvrMEyAXMw.jpg,"[[[170 174 186]
  [171 175 187]
  [173 177 189]
  ...
  [ 43  13  15]
  [ 46  16  18]
  [ 43  12  17]]

 [[170 176 188]
  [171 177 189]
  [173 179 191]
  ...
  [ 45  19  20]
  [ 46  20  23]
  [ 41  14  19]]

 [[176 184 195]
  [177 185 196]
  [178 186 197]
  ...
  [ 57  37  38]
  [ 51  32  34]
  [ 40  21  25]]

 ...

 [[ 74  59  52]
  [ 76  61  54]
  [ 79  64  57]
  ...
  [205 208 217]
  [205 208 217]
  [205 208 215]]

 [[ 68  55  49]
  [ 69  56  50]
  [ 72  57  52]
  ...
  [203 206 215]
  [203 206 215]
  [203 206 215]]

 [[ 65  54  50]
  [ 67  53  50]
  [ 67  54  48]
  ...
  [204 204 214]
  [204 204 214]
  [204 204 214]]]"
62467,jZ8ogksrNzUmREJggc1YOQ,Teddy's shrimp platter,food,_CgWdu0ToHdIwtRtMfkt-w,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CgWdu0ToHdIwtRtMfkt-w.jpg,"[[[249 255 241]
  [252 254 251]
  [255 253 255]
  ...
  [255 255 255]
  [255 255 255]
  [252 252 252]]

 [[246 253 245]
  [241 241 239]
  [232 226 228]
  ...
  [225 225 225]
  [243 243 243]
  [254 254 254]]

 [[250 255 255]
  [136 137 132]
  [ 39  29  27]
  ...
  [ 24  24  24]
  [141 141 141]
  [255 255 255]]

 ...

 [[255 255 255]
  [126 126 126]
  [ 23  23  23]
  ...
  [ 11  11  11]
  [140 140 140]
  [247 247 247]]

 [[255 255 255]
  [232 232 232]
  [217 217 217]
  ...
  [222 222 222]
  [243 243 243]
  [255 255 255]]

 [[253 253 253]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [251 251 251]
  [248 248 248]]]"
62524,cUxsG0rgpE18dMyvyw8Gdg,Our Calamari is a must try!,food,_5mK0OF5tfgI0WZJMH5cgA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5mK0OF5tfgI0WZJMH5cgA.jpg,"[[[124  88  62]
  [125  89  63]
  [126  90  64]
  ...
  [128  87  59]
  [127  86  58]
  [126  85  57]]

 [[125  88  62]
  [126  89  63]
  [127  90  64]
  ...
  [132  91  63]
  [131  90  62]
  [130  89  61]]

 [[124  87  60]
  [125  88  61]
  [127  90  63]
  ...
  [134  93  65]
  [133  92  64]
  [131  90  62]]

 ...

 [[ 22  17   0]
  [ 25  21   0]
  [ 25  21   0]
  ...
  [122  83  54]
  [119  82  53]
  [117  80  51]]

 [[ 26  20   0]
  [ 28  20   0]
  [ 26  18   0]
  ...
  [126  87  56]
  [125  86  55]
  [124  85  56]]

 [[ 30  21   6]
  [ 31  19   5]
  [ 27  15   1]
  ...
  [127  86  56]
  [126  87  56]
  [126  87  56]]]"
62638,yWUBX9Pe6pzh1PjVj04UmQ,House slaw and Emilio's chicken sandwich,food,_D4IHQ9MX4af1et-KfZHDg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_D4IHQ9MX4af1et-KfZHDg.jpg,"[[[255 243 232]
  [255 250 246]
  [184 180 177]
  ...
  [167 180 173]
  [169 180 174]
  [243 252 249]]

 [[175 173 161]
  [ 97  92  89]
  [ 32  32  32]
  ...
  [158 173 166]
  [205 216 210]
  [246 255 252]]

 [[ 36  62  53]
  [ 35  45  46]
  [ 41  45  48]
  ...
  [146 162 152]
  [234 247 240]
  [238 249 243]]

 ...

 [[112  70  32]
  [ 68  62  50]
  [ 50  49  44]
  ...
  [144 133 129]
  [143 137 125]
  [ 88  89  71]]

 [[ 91  63  13]
  [ 57  53  50]
  [ 70  54  67]
  ...
  [125 118 112]
  [135 129 117]
  [113 110  95]]

 [[ 63  44   4]
  [ 89  75  74]
  [ 76  43  52]
  ...
  [ 97  92  86]
  [116 112 100]
  [132 129 114]]]"
62802,6ouvJSOubFcNciBPmURFkw,,food,_1GrxNGLMzAT0znwHYXOsw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1GrxNGLMzAT0znwHYXOsw.jpg,"[[[162 146  58]
  [164 147  55]
  [162 142  56]
  ...
  [ 77  63  18]
  [ 84  67  23]
  [ 90  71  28]]

 [[128 115  63]
  [103  87  35]
  [ 83  64  22]
  ...
  [ 83  65  27]
  [ 86  66  29]
  [ 90  68  31]]

 [[ 43  36  20]
  [ 41  29  15]
  [ 46  31  26]
  ...
  [ 75  54  25]
  [ 76  50  23]
  [ 76  49  22]]

 ...

 [[219 206 200]
  [216 203 197]
  [211 200 196]
  ...
  [124 124 132]
  [111 110 116]
  [121 120 125]]

 [[213 207 211]
  [211 205 209]
  [208 202 206]
  ...
  [234 234 236]
  [229 229 229]
  [252 252 250]]

 [[200 200 212]
  [199 197 210]
  [197 195 206]
  ...
  [218 217 215]
  [217 216 212]
  [243 243 235]]]"
62816,yU1oe9Ic0RSHOqH0FQ88RA,,food,_5laY91vIYBeT12PFYAMjQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5laY91vIYBeT12PFYAMjQ.jpg,"[[[223 220 229]
  [224 223 228]
  [223 227 228]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]

 [[225 222 233]
  [225 224 230]
  [221 225 226]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]

 [[224 222 235]
  [223 223 231]
  [219 223 226]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]

 ...

 [[ 95 104 109]
  [ 83  93  95]
  [ 74  84  85]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]

 [[102 111 118]
  [ 91 100 105]
  [ 83  91  93]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]

 [[109 118 125]
  [100 107 113]
  [ 90  98 101]
  ...
  [221 224 229]
  [221 224 229]
  [221 224 229]]]"
63068,xRvYQAsNem4ezgUaON1B7w,,food,_D5ROFQ-NLgbb-irEyO-Sw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_D5ROFQ-NLgbb-irEyO-Sw.jpg,"[[[218 234 207]
  [225 233 209]
  [232 229 210]
  ...
  [240 231 226]
  [239 230 225]
  [238 229 224]]

 [[218 230 218]
  [227 230 221]
  [235 228 222]
  ...
  [239 230 225]
  [238 229 224]
  [237 228 223]]

 [[222 226 235]
  [228 227 232]
  [236 226 227]
  ...
  [238 229 224]
  [237 228 223]
  [236 227 222]]

 ...

 [[217 203 190]
  [218 204 191]
  [219 203 190]
  ...
  [220 203 187]
  [224 206 192]
  [221 205 190]]

 [[218 206 194]
  [219 205 194]
  [218 204 193]
  ...
  [223 206 190]
  [226 209 193]
  [224 208 193]]

 [[219 207 193]
  [219 207 193]
  [218 204 193]
  ...
  [224 207 191]
  [228 211 195]
  [226 210 195]]]"
63079,xRvYQAsNem4ezgUaON1B7w,,food,_Ar6CU4uLnxc9r7CFiBDoA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Ar6CU4uLnxc9r7CFiBDoA.jpg,"[[[237 228 223]
  [237 227 225]
  [237 229 226]
  ...
  [238 214 214]
  [239 210 212]
  [231 216 213]]

 [[238 226 228]
  [237 227 228]
  [237 227 226]
  ...
  [235 219 219]
  [235 215 217]
  [227 217 216]]

 [[236 224 228]
  [235 224 228]
  [235 225 226]
  ...
  [233 223 224]
  [229 219 220]
  [222 218 219]]

 ...

 [[229 201 177]
  [225 197 173]
  [227 199 175]
  ...
  [221 179 137]
  [223 181 139]
  [221 182 139]]

 [[232 202 174]
  [228 198 170]
  [228 198 170]
  ...
  [229 187 147]
  [229 190 149]
  [230 191 150]]

 [[234 203 174]
  [229 198 169]
  [228 199 169]
  ...
  [232 193 152]
  [234 195 154]
  [234 197 155]]]"
63181,boIILzBqhjWhq4G0BsB5_A,,food,__iq2udORAiqD6zoO8_1pg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__iq2udORAiqD6zoO8_1pg.jpg,"[[[ 75  69  55]
  [ 74  68  54]
  [ 75  69  53]
  ...
  [111 104  78]
  [110 103  77]
  [109 102  76]]

 [[ 75  69  53]
  [ 75  69  53]
  [ 75  69  53]
  ...
  [120 113  87]
  [119 112  86]
  [118 111  85]]

 [[ 77  71  55]
  [ 77  71  55]
  [ 77  71  55]
  ...
  [128 116  90]
  [127 115  89]
  [127 115  89]]

 ...

 [[141 126 103]
  [139 125  99]
  [141 127 100]
  ...
  [188 183 164]
  [194 189 170]
  [199 193 177]]

 [[140 125 102]
  [141 126 103]
  [144 130 104]
  ...
  [185 180 161]
  [190 185 166]
  [195 189 173]]

 [[140 125 102]
  [143 128 105]
  [148 134 108]
  ...
  [183 178 159]
  [188 183 164]
  [191 185 169]]]"
63430,SR0Q2hAEMJ_m23O_x-khSQ,,food,_b2UWQSTaUQzdSUNnL9-1Q,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_b2UWQSTaUQzdSUNnL9-1Q.jpg,"[[[198 125  90]
  [195 123  85]
  [198 125  84]
  ...
  [ 51  38  21]
  [ 66  37  21]
  [ 82  32  23]]

 [[147  76  44]
  [148  78  44]
  [154  82  44]
  ...
  [ 68  41  20]
  [ 82  44  25]
  [ 97  46  29]]

 [[153  86  59]
  [157  88  57]
  [165  95  61]
  ...
  [ 85  42  23]
  [ 91  45  22]
  [ 96  45  24]]

 ...

 [[193 142 121]
  [182 127 106]
  [186 130 107]
  ...
  [ 11  20  37]
  [ 12  30  44]
  [ 12  36  46]]

 [[187 132 111]
  [168 114  90]
  [159 103  80]
  ...
  [ 17  26  41]
  [ 17  35  47]
  [ 15  39  49]]

 [[167 112  91]
  [149  93  70]
  [125  69  46]
  ...
  [ 11  21  33]
  [  9  27  39]
  [  6  31  38]]]"
